timestamp,open,high,low,close,volume
4/20/2018,1084.27,1094.75,1078.6,1082.18,1003215
4/19/2018,1069.02,1097.51,1069.02,1089.45,1985345
4/18/2018,1079.01,1082,1070.52,1075.39,1556298
4/17/2018,1061.2,1085,1057.09,1079.36,2729197
4/16/2018,1045.55,1051.43,1033.92,1046.1,1488822
4/13/2018,1046.89,1052.98,1030.15,1036.04,1270461
4/12/2018,1031.47,1044.65,1026.05,1037.29,1644794
4/11/2018,1032,1035.87,1019.2,1025.06,1703015
4/10/2018,1030.26,1041.21,1015.41,1036.5,1836678
4/9/2018,1020.04,1044.59,1019.2,1020.09,1661012
4/6/2018,1023.1,1036,1006.25,1009.95,2006683
4/5/2018,1046.39,1046.71,1024,1032.64,1791761
4/4/2018,998.23,1032.74,996.51,1029.71,2536198
4/3/2018,1016.15,1025,997.245,1018.68,2566146
4/2/2018,1027.62,1039.53,994.25,1012.63,3253387
3/29/2018,1011.21,1048.05,1004.04,1037.14,3466876
3/28/2018,1001.91,1024.99,984,1005.18,3884943
3/27/2018,1063.9,1064.54,997.62,1006.94,2940957
3/26/2018,1050.6,1059.27,1010.58,1054.09,3272409
3/23/2018,1051.37,1066.78,1024.87,1026.55,2413517
3/22/2018,1080.01,1083.92,1049.64,1053.15,3418154
3/21/2018,1092.57,1108.7,1087.21,1094,1990515
3/20/2018,1098.4,1105.55,1082.42,1095.8,2709310
3/19/2018,1117.76,1119.37,1088.92,1100.07,3076349
3/16/2018,1155.35,1156.81,1131.36,1134.42,2654602
3/15/2018,1149.57,1162.5,1135.66,1150.61,1623868
3/14/2018,1145.8,1159.76,1142.35,1148.89,2033697
3/13/2018,1171.83,1178,1134.57,1139.91,2129435
3/12/2018,1165.05,1178.16,1159.2,1165.93,2129297
3/9/2018,1139.5,1161,1134.29,1160.84,2070174
3/8/2018,1117.2,1131.44,1117.2,1129.38,1510478
3/7/2018,1092.82,1116.2,1089.91,1115.04,1537429
3/6/2018,1102.1,1105.63,1094.5,1100.9,1169068
3/5/2018,1078.13,1101.18,1072.27,1094.76,1432369
3/2/2018,1057.98,1086.89,1050.11,1084.14,2508145
3/1/2018,1109.54,1111.27,1067.29,1071.41,2766856
2/28/2018,1122,1127.65,1103,1103.92,2431023
2/27/2018,1143.7,1144.25,1116.79,1117.51,2094863
2/26/2018,1131.86,1144.2,1129.34,1143.7,1489118
2/23/2018,1118.66,1129,1108.44,1128.09,1234539
2/22/2018,1119.17,1125.46,1105.15,1109.9,1386115
2/21/2018,1109.1,1136.2,1107.51,1113.75,2024534
2/20/2018,1092.76,1116.29,1090,1103.59,1646405
2/16/2018,1093.38,1108.31,1091.55,1095.5,1971928
2/15/2018,1083.45,1094.1,1067.23,1091.36,1806206
2/14/2018,1054.32,1075.47,1049.8,1072.7,2029979
2/13/2018,1050,1061.22,1046.92,1054.14,1574121
2/12/2018,1056.67,1065.57,1045.49,1054.56,2796258
2/9/2018,1025.88,1051.72,997,1046.27,4436032
2/8/2018,1059.87,1063.93,1004.7,1007.71,3067173
2/7/2018,1084.97,1086.53,1054.62,1055.41,2544683
2/6/2018,1033.98,1087.38,1030.01,1084.43,3732527
2/5/2018,1100.61,1114.99,1056.74,1062.39,3742469
2/2/2018,1127.42,1131.3,1111.17,1119.2,5798880
2/1/2018,1175.99,1187.45,1169.36,1181.59,2774967
1/31/2018,1183.81,1186.32,1172.1,1182.22,1643877
1/30/2018,1177.72,1187.93,1174.51,1177.37,1792602
1/29/2018,1188,1198,1184.06,1186.48,1533931
1/26/2018,1187.53,1187.56,1168.03,1187.56,1981476
1/25/2018,1180.71,1185,1171.84,1182.14,1398961
1/24/2018,1184.98,1187.05,1167.4,1171.29,1818182
1/23/2018,1170.62,1178.51,1167.25,1176.17,1832126
1/22/2018,1143.82,1166.88,1141.82,1164.16,1437954
1/19/2018,1138.03,1143.78,1132.5,1143.5,1418376
1/18/2018,1139.35,1140.59,1124.46,1135.97,1333633
1/17/2018,1136.36,1139.32,1123.49,1139.1,1353097
1/16/2018,1140.31,1148.88,1126.66,1130.7,1783881
1/12/2018,1110.1,1131.3,1108.01,1130.65,1914460
1/11/2018,1112.31,1114.85,1106.48,1112.05,1102461
1/10/2018,1107,1112.78,1103.98,1110.14,1027781
1/9/2018,1118.44,1118.44,1108.2,1112.79,1335995
1/8/2018,1111,1119.16,1110,1114.21,1148958
1/5/2018,1103.45,1113.58,1101.8,1110.29,1493389
1/4/2018,1097.09,1104.08,1094.26,1095.76,1289293
1/3/2018,1073.93,1096.1,1073.43,1091.52,1550593
1/2/2018,1053.02,1075.98,1053.02,1073.21,1555809
12/29/2017,1055.49,1058.05,1052.7,1053.4,1156357
12/28/2017,1062.25,1064.84,1053.38,1055.95,982285
12/27/2017,1066.6,1068.27,1058.38,1060.2,1027634
12/26/2017,1068.64,1068.86,1058.64,1065.85,914574
12/22/2017,1070,1071.72,1067.64,1068.86,860800
12/21/2017,1075.39,1077.52,1069,1070.85,1211012
12/20/2017,1080.92,1081.23,1068.6,1073.56,1429035
12/19/2017,1083.02,1084.97,1072.27,1079.78,1287930
12/18/2017,1076.45,1086.49,1070.37,1085.09,1482768
12/15/2017,1063.78,1075.25,1060.09,1072,3080738
12/14/2017,1055.49,1067.08,1053.6,1057.47,1531504
12/13/2017,1052.08,1055.48,1046.58,1051.39,1369580
12/12/2017,1050,1062.5,1044.87,1048.77,1684977
12/11/2017,1051.11,1056,1044.12,1051.97,1096997
12/8/2017,1051.81,1056.42,1045.86,1049.38,1479665
12/7/2017,1036.07,1048.92,1035.36,1044.57,1437448
12/6/2017,1016.52,1039.58,1015.31,1032.72,1369276
12/5/2017,1010.99,1036.68,1002.32,1019.6,1927802
12/4/2017,1027.8,1031.34,1009.22,1011.87,1896325
12/1/2017,1030.41,1037.24,1016.9,1025.07,1866985
11/30/2017,1039.94,1044.14,1030.07,1036.17,2231818
11/29/2017,1056.18,1058.77,1029.65,1037.38,2787784
11/28/2017,1073.99,1080,1054.54,1063.29,1694098
11/27/2017,1058.57,1073.04,1054.77,1072.01,1708195
