timestamp,open,high,low,close,volume
4/20/2018 11:57,179.04,179.04,178.91,178.95,3812
4/20/2018 11:56,179.19,179.19,178.97,179.02,4860
4/20/2018 11:55,179.28,179.28,179.14,179.21,1807
4/20/2018 11:54,179.36,179.36,179.21,179.24,863
4/20/2018 11:53,179.33,179.45,179.28,179.39,2945
4/20/2018 11:52,179.13,179.39,179.13,179.31,2707
4/20/2018 11:51,179.2,179.2,179.07,179.07,3711
4/20/2018 11:50,179.33,179.33,179.2,179.23,1958
4/20/2018 11:49,179.46,179.46,179.29,179.31,2282
4/20/2018 11:48,179.53,179.56,179.47,179.49,1205
4/20/2018 11:47,179.51,179.55,179.49,179.49,1281
4/20/2018 11:46,179.25,179.49,179.25,179.47,2381
4/20/2018 11:45,179.46,179.46,179.23,179.23,1403
4/20/2018 11:44,179.59,179.59,179.46,179.46,1400
4/20/2018 11:43,179.5452,179.6,179.5452,179.565,1700
4/20/2018 11:42,179.47,179.64,179.47,179.569,13253
4/20/2018 11:41,179.47,179.49,179.36,179.44,8338
4/20/2018 11:40,179.25,179.5299,179.25,179.47,11866
4/20/2018 11:39,179.35,179.47,179.29,179.29,11496
4/20/2018 11:38,179.11,179.37,179.1,179.33,8178
4/20/2018 11:37,179.21,179.27,179.06,179.14,16632
4/20/2018 11:36,179.11,179.3,179.11,179.24,11770
4/20/2018 11:35,179.11,179.2,179.06,179.11,9298
4/20/2018 11:34,179.11,179.18,179.0198,179.11,13064
4/20/2018 11:33,179.18,179.29,179.11,179.12,17478
4/20/2018 11:32,178.93,179.22,178.85,179.18,13050
4/20/2018 11:31,178.78,178.99,178.67,178.92,17108
4/20/2018 11:30,178.79,178.83,178.62,178.81,22294
4/20/2018 11:29,178.7855,178.88,178.66,178.81,12305
4/20/2018 11:28,179.01,179.05,178.705,178.74,42561
4/20/2018 11:27,179.285,179.32,179.0101,179.0101,18098
4/20/2018 11:26,179.17,179.37,179.17,179.285,12613
4/20/2018 11:25,179.33,179.33,179.05,179.19,15438
4/20/2018 11:24,179.59,179.64,179.28,179.31,36700
4/20/2018 11:23,179.5187,179.56,179.45,179.56,9744
4/20/2018 11:22,179.64,179.72,179.45,179.535,19469
4/20/2018 11:21,179.66,179.66,179.47,179.592,14983
4/20/2018 11:20,179.63,179.71,179.46,179.62,20540
4/20/2018 11:19,179.675,179.86,179.57,179.655,23882
4/20/2018 11:18,179.6184,179.71,179.54,179.68,18090
4/20/2018 11:17,179.43,179.65,179.3898,179.65,27927
4/20/2018 11:16,179.26,179.43,179.245,179.405,21516
4/20/2018 11:15,179.17,179.32,179.15,179.23,12686
4/20/2018 11:14,179.18,179.25,179.08,179.17,24495
4/20/2018 11:13,178.945,179.16,178.91,179.16,24230
4/20/2018 11:12,179.185,179.19,178.91,178.95,39901
4/20/2018 11:11,179.22,179.31,179.085,179.14,46678
4/20/2018 11:10,179.2754,179.32,179.16,179.24,20720
4/20/2018 11:09,179.43,179.43,179.2,179.2808,37102
4/20/2018 11:08,179.38,179.45,179.32,179.4098,17370
4/20/2018 11:07,179.57,179.64,179.37,179.37,8608
4/20/2018 11:06,179.335,179.5625,179.3,179.52,12836
4/20/2018 11:05,179.33,179.4,179.2501,179.32,12850
4/20/2018 11:04,179.42,179.42,179.25,179.33,16706
4/20/2018 11:03,179.4801,179.5,179.28,179.44,13584
4/20/2018 11:02,179.598,179.64,179.4796,179.5,13982
4/20/2018 11:01,179.65,179.82,179.62,179.6369,9181
4/20/2018 11:00,179.87,179.93,179.65,179.68,33100
4/20/2018 10:59,179.55,179.92,179.549,179.89,68376
4/20/2018 10:58,179.51,179.78,179.45,179.53,30559
4/20/2018 10:57,179.4225,179.55,179.34,179.55,23938
4/20/2018 10:56,179.192,179.43,179.155,179.34,24994
4/20/2018 10:55,179.32,179.4152,179.2,179.2,29436
4/20/2018 10:54,179.1963,179.37,179.1,179.25,38582
4/20/2018 10:53,179.555,179.555,179.18,179.21,17769
4/20/2018 10:52,179.34,179.68,179.33,179.57,24297
4/20/2018 10:51,179.78,179.789,179.35,179.35,58019
4/20/2018 10:50,179.55,179.87,179.55,179.775,35536
4/20/2018 10:49,179.9,179.92,179.57,179.57,40566
4/20/2018 10:48,179.985,180.16,179.91,179.9372,22105
4/20/2018 10:47,180.26,180.3347,179.9,179.98,42562
4/20/2018 10:46,180.3725,180.46,180.11,180.281,43070
4/20/2018 10:45,180.47,180.5,180.35,180.377,24866
4/20/2018 10:44,180.69,180.74,180.44,180.46,32740
4/20/2018 10:43,180.94,180.98,180.6992,180.72,14655
4/20/2018 10:42,180.89,180.95,180.77,180.9,19121
4/20/2018 10:41,181.31,181.38,180.77,180.865,32557
4/20/2018 10:40,181.16,181.39,181.09,181.28,72252
4/20/2018 10:39,180.88,181.2,180.85,181.16,71727
4/20/2018 10:38,180.58,180.88,180.57,180.88,35341
4/20/2018 10:37,180.45,180.65,180.433,180.53,13922
4/20/2018 10:36,180.5001,180.55,180.38,180.46,18153
4/20/2018 10:35,180.41,180.66,180.41,180.5131,18627
4/20/2018 10:34,180.49,180.7,180.41,180.4454,27059
4/20/2018 10:33,180.3592,180.48,180.29,180.44,12047
4/20/2018 10:32,180.24,180.49,180.21,180.329,52004
4/20/2018 10:31,180.0744,180.26,179.92,180.25,21180
4/20/2018 10:30,180.15,180.28,180.05,180.0652,23193
4/20/2018 10:29,179.97,180.1,179.97,180.095,17824
4/20/2018 10:28,179.93,180.03,179.76,180.01,14206
4/20/2018 10:27,179.79,179.97,179.71,179.93,13547
4/20/2018 10:26,179.95,180.04,179.73,179.75,24828
4/20/2018 10:25,179.9266,180.02,179.85,179.95,19148
4/20/2018 10:24,179.82,180.08,179.8098,179.9319,25263
4/20/2018 10:23,179.82,179.93,179.71,179.885,22932
4/20/2018 10:22,179.98,180,179.7068,179.85,37798
4/20/2018 10:21,179.79,180,179.77,180,36996
4/20/2018 10:20,179.3794,179.77,179.3794,179.74,45171
4/20/2018 10:19,179.4,179.44,179.3,179.39,51439
4/20/2018 10:18,179.195,179.3899,179.18,179.365,12908
4/20/2018 10:17,179.3854,179.49,179.16,179.2,36815
4/20/2018 10:16,179.1401,179.4,179.14,179.34,13606
4/20/2018 10:15,179.04,179.2075,178.81,179.17,36362
4/20/2018 10:14,179.32,179.32,178.95,179.03,45349
4/20/2018 10:13,179.6934,179.78,179.26,179.3175,43009
4/20/2018 10:12,179.88,179.9,179.61,179.68,27712
4/20/2018 10:11,179.72,179.88,179.69,179.855,45712
4/20/2018 10:10,179.63,179.81,179.63,179.7201,27520
4/20/2018 10:09,179.62,179.62,179.46,179.6,32435
4/20/2018 10:08,179.56,179.78,179.5329,179.63,40712
4/20/2018 10:07,179.19,179.65,179.17,179.56,44980
4/20/2018 10:06,179.16,179.26,179.04,179.19,27404
4/20/2018 10:05,179.13,179.37,179.1,179.169,32222
4/20/2018 10:04,179.17,179.34,179.05,179.12,21311
4/20/2018 10:03,179.25,179.3365,179.075,179.135,29297
4/20/2018 10:02,179.1,179.4,179.1,179.25,43974
4/20/2018 10:01,178.9501,179.23,178.91,179.11,84647
4/20/2018 10:00,179.05,179.05,178.875,178.97,33039
4/20/2018 9:59,178.93,179.04,178.845,179.02,72517
4/20/2018 9:58,178.84,178.95,178.63,178.89,28142
4/20/2018 9:57,178.65,178.85,178.61,178.8,22865
4/20/2018 9:56,178.56,178.7248,178.5048,178.63,19689
4/20/2018 9:55,178.33,178.61,178.26,178.56,38179
4/20/2018 9:54,178.71,178.71,178.32,178.36,27616
4/20/2018 9:53,178.72,178.825,178.58,178.72,27467
4/20/2018 9:52,178.7,178.73,178.5,178.72,40987
4/20/2018 9:51,178.89,178.98,178.71,178.71,52085
4/20/2018 9:50,178.6799,178.89,178.655,178.89,29401
4/20/2018 9:49,178.65,178.77,178.52,178.65,36498
4/20/2018 9:48,178.35,178.65,178.35,178.59,23581
4/20/2018 9:47,178.12,178.52,178.12,178.335,44474
4/20/2018 9:46,178.55,178.5552,178.1,178.13,84623
4/20/2018 9:45,178.63,178.76,178.53,178.62,26412
4/20/2018 9:44,178.55,178.96,178.55,178.635,67803
4/20/2018 9:43,178.3532,178.73,178.29,178.55,74475
4/20/2018 9:42,177.94,178.42,177.92,178.29,92604
4/20/2018 9:41,177.89,178.01,177.74,177.9,97892
4/20/2018 9:40,177.89,178.18,177.82,177.86,55259
4/20/2018 9:39,177.79,178.08,177.79,177.88,50400
4/20/2018 9:38,177.82,178.199,177.55,177.8406,165817
4/20/2018 9:37,177.74,177.89,177.53,177.82,91671
4/20/2018 9:36,178.22,178.443,177.65,177.76,108951
4/20/2018 9:35,178.63,178.74,177.92,178.21,171298
4/20/2018 9:34,179.08,179.08,178.63,178.69,70863
4/20/2018 9:33,178.8,179.14,178.71,179.1054,77813
4/20/2018 9:32,178.72,178.88,178.3,178.84,110064
4/20/2018 9:31,179.36,179.59,178.56,178.715,399515
4/19/2018 16:00,181.24,181.47,181.17,181.23,134368
4/19/2018 15:59,181.25,181.36,181.19,181.2301,157487
4/19/2018 15:58,181.41,181.44,181.24,181.24,81341
4/19/2018 15:57,181.66,181.72,181.38,181.4025,61759
4/19/2018 15:56,181.6,181.73,181.58,181.65,35514
4/19/2018 15:55,181.88,181.91,181.52,181.57,74433
4/19/2018 15:54,181.88,181.96,181.85,181.87,23163
4/19/2018 15:53,182,182,181.87,181.88,23031
4/19/2018 15:52,182.09,182.11,181.96,182.01,48926
4/19/2018 15:51,182.32,182.32,182.07,182.09,28785
4/19/2018 15:50,182.32,182.5,182.2448,182.29,87201
4/19/2018 15:49,182.08,182.38,182.08,182.33,60639
4/19/2018 15:48,182,182.09,181.97,182.08,40077
4/19/2018 15:47,182,182.1,181.95,181.985,42980
4/19/2018 15:46,182.22,182.3,181.99,182.01,50328
4/19/2018 15:45,181.95,182.23,181.92,182.23,94051
4/19/2018 15:44,181.89,181.96,181.79,181.94,25276
4/19/2018 15:43,181.855,181.9,181.67,181.8692,38669
4/19/2018 15:42,181.69,181.89,181.69,181.89,20835
4/19/2018 15:41,181.77,181.77,181.59,181.72,13922
4/19/2018 15:40,181.75,181.8078,181.71,181.79,9880
4/19/2018 15:39,181.7394,181.77,181.69,181.75,9734
4/19/2018 15:38,181.71,181.82,181.55,181.69,39694
4/19/2018 15:37,181.52,181.7552,181.52,181.72,21839
4/19/2018 15:36,181.59,181.87,181.35,181.51,32284
4/19/2018 15:35,181.35,181.625,181.27,181.625,49268
4/19/2018 15:34,181.31,181.38,181.26,181.35,16561
4/19/2018 15:33,181.25,181.34,181.18,181.34,18433
4/19/2018 15:32,181.16,181.38,181.16,181.25,11988
4/19/2018 15:31,181.19,181.24,181.09,181.15,13250
4/19/2018 15:30,181.21,181.24,181.06,181.16,13985
4/19/2018 15:29,181.35,181.35,181.23,181.24,12758
4/19/2018 15:28,181.39,181.4,181.29,181.335,14459
4/19/2018 15:27,181.27,181.41,181.27,181.41,8550
